payment_id,order_id,payment_date,payment_method,amount,status
PAY0038668,ORD0038668,2026-01-02,Debit Card,6367.110000000001,Paid
PAY0038669,ORD0038669,2023-09-14,Apple Pay,1666.69,Paid
PAY0038670,ORD0038670,2026-03-14,Debit Card,12982.26,Pending
PAY0038671,ORD0038671,2025-02-03,Apple Pay,11929.67,Pending
PAY0038672,ORD0038672,2026-03-05,Credit Card,7128.040000000001,Paid
PAY0038673,ORD0038673,2025-07-27,Apple Pay,1480.7,Paid
PAY0038674,ORD0038674,2024-03-03,Debit Card,22706.92,Paid
PAY0038675,ORD0038675,2023-12-14,Apple Pay,18018.35,Pending
PAY0038676,ORD0038676,2024-01-28,Credit Card,7677.639999999999,Paid
PAY0038677,ORD0038677,2023-11-10,Apple Pay,4807.0599999999995,Paid
PAY0038678,ORD0038678,2023-08-08,Debit Card,21654.440000000002,Paid
PAY0038679,ORD0038679,2023-11-21,Bank Transfer,2138.83,Paid
PAY0038680,ORD0038680,2025-07-29,Credit Card,1581.92,Pending
PAY0038681,ORD0038681,2024-07-19,Debit Card,5085.06,Paid
PAY0038682,ORD0038682,2025-01-02,Credit Card,9912.2,Paid
PAY0038683,ORD0038683,2026-01-12,Debit Card,3947.18,Pending
PAY0038684,ORD0038684,2023-11-24,Debit Card,17892.260000000002,Paid
PAY0038685,ORD0038685,2024-08-13,Apple Pay,4964.18,Paid
PAY0038686,ORD0038686,2025-12-05,Debit Card,11981.56,Paid
PAY0038687,ORD0038687,2024-05-13,Bank Transfer,10613.87,Pending
PAY0038688,ORD0038688,2026-04-23,Apple Pay,1297.48,Paid
PAY0038689,ORD0038689,2024-11-10,Apple Pay,8507.720000000001,Pending
PAY0038690,ORD0038690,2024-04-29,Debit Card,2094.85,Pending
PAY0038691,ORD0038691,2024-09-27,Bank Transfer,20968.39,Paid
PAY0038692,ORD0038692,2026-05-28,PayPal,8899.720000000001,Paid
PAY0038693,ORD0038693,2026-01-28,Debit Card,2994.75,Pending
PAY0038694,ORD0038694,2025-06-15,PayPal,4056.3100000000004,Paid
PAY0038695,ORD0038695,2023-06-16,Credit Card,2745.21,Paid
PAY0038696,ORD0038696,2024-11-20,Bank Transfer,5274.210000000001,Paid
PAY0038697,ORD0038697,2024-01-15,Apple Pay,11958.35,Paid
PAY0038698,ORD0038698,2023-11-22,Debit Card,3979.83,Paid
PAY0038699,ORD0038699,2025-03-22,Debit Card,9658.49,Paid
PAY0038700,ORD0038700,2023-10-05,Bank Transfer,20796.48,Paid
PAY0038701,ORD0038701,2025-01-22,Bank Transfer,3610.24,Paid
PAY0038702,ORD0038702,2024-08-18,PayPal,821.58,Paid
PAY0038703,ORD0038703,2026-04-04,PayPal,10201.970000000001,Paid
PAY0038704,ORD0038704,2024-12-28,Bank Transfer,12793.820000000002,Paid
PAY0038705,ORD0038705,2024-08-15,Debit Card,7241.290000000001,Pending
PAY0038706,ORD0038706,2023-09-10,PayPal,565.95,Paid
PAY0038707,ORD0038707,2023-08-10,Apple Pay,7624.92,Paid
PAY0038708,ORD0038708,2024-09-11,PayPal,7689.0,Paid
PAY0038709,ORD0038709,2026-03-25,Apple Pay,2237.03,Pending
PAY0038710,ORD0038710,2026-06-01,Bank Transfer,10659.66,Paid
PAY0038711,ORD0038711,2026-02-18,Credit Card,12843.539999999999,Paid
PAY0038712,ORD0038712,2025-02-26,Credit Card,8882.970000000001,Paid
PAY0038713,ORD0038713,2025-08-18,Credit Card,7046.08,Paid
PAY0038714,ORD0038714,2024-07-29,PayPal,7739.24,Paid
PAY0038715,ORD0038715,2023-11-17,Bank Transfer,2470.89,Paid
PAY0038716,ORD0038716,2024-11-07,Apple Pay,7623.89,Pending
PAY0038717,ORD0038717,2024-10-10,PayPal,326.18,Paid
PAY0038718,ORD0038718,2023-12-17,Credit Card,1860.42,Paid
PAY0038719,ORD0038719,2025-11-02,Apple Pay,19514.26,Paid
PAY0038720,ORD0038720,2025-01-07,Debit Card,1715.94,Paid
PAY0038721,ORD0038721,2025-05-09,Bank Transfer,4388.0199999999995,Paid
PAY0038722,ORD0038722,2024-05-15,Bank Transfer,20340.91,Paid
PAY0038723,ORD0038723,2023-11-29,Debit Card,17571.62,Paid
PAY0038724,ORD0038724,2024-08-04,PayPal,1861.22,Pending
PAY0038725,ORD0038725,2025-09-21,Apple Pay,2898.52,Pending
PAY0038726,ORD0038726,2025-04-22,Bank Transfer,1677.73,Paid
PAY0038727,ORD0038727,2026-04-08,PayPal,8103.85,Pending
PAY0038728,ORD0038728,2024-06-16,Bank Transfer,1085.85,Pending
PAY0038729,ORD0038729,2026-05-30,Apple Pay,7075.9,Paid
PAY0038730,ORD0038730,2024-07-15,Apple Pay,23990.76,Paid
PAY0038731,ORD0038731,2024-11-15,Credit Card,1116.38,Paid
PAY0038732,ORD0038732,2025-07-05,Debit Card,4642.29,Pending
PAY0038733,ORD0038733,2023-08-15,PayPal,11815.52,Pending
PAY0038734,ORD0038734,2025-01-09,Credit Card,2651.37,Paid
PAY0038735,ORD0038735,2025-01-22,Apple Pay,20767.579999999998,Paid
PAY0038736,ORD0038736,2024-09-21,Credit Card,17083.94,Paid
PAY0038737,ORD0038737,2024-10-31,Bank Transfer,23160.699999999997,Paid
PAY0038738,ORD0038738,2024-07-23,Apple Pay,5813.12,Paid
PAY0038739,ORD0038739,2025-05-17,Debit Card,10647.46,Paid
PAY0038740,ORD0038740,2023-09-04,PayPal,4728.44,Paid
PAY0038741,ORD0038741,2025-05-19,PayPal,3373.9799999999996,Paid
PAY0038742,ORD0038742,2026-05-22,Apple Pay,14746.050000000001,Paid
PAY0038743,ORD0038743,2026-05-28,Bank Transfer,6610.570000000001,Paid
PAY0038744,ORD0038744,2024-11-23,Apple Pay,5935.02,Paid
PAY0038745,ORD0038745,2025-02-11,PayPal,7012.84,Pending
PAY0038746,ORD0038746,2023-10-19,Debit Card,7862.52,Pending
PAY0038747,ORD0038747,2025-04-24,Apple Pay,9875.67,Paid
PAY0038748,ORD0038748,2025-11-24,Apple Pay,2520.92,Paid
PAY0038749,ORD0038749,2024-02-27,Bank Transfer,24457.37,Paid
PAY0038750,ORD0038750,2024-10-02,Bank Transfer,11623.04,Paid
PAY0038751,ORD0038751,2024-11-11,Credit Card,11949.16,Paid
PAY0038752,ORD0038752,2025-02-04,PayPal,14205.08,Paid
PAY0038753,ORD0038753,2025-01-14,PayPal,7198.52,Paid
PAY0038754,ORD0038754,2025-08-16,Debit Card,25218.8,Paid
PAY0038755,ORD0038755,2025-04-24,Apple Pay,15412.5,Pending
PAY0038756,ORD0038756,2024-06-04,Bank Transfer,936.04,Paid
PAY0038757,ORD0038757,2025-11-16,Bank Transfer,2722.48,Paid
PAY0038758,ORD0038758,2023-09-10,Apple Pay,16028.7,Paid
PAY0038759,ORD0038759,2023-06-20,Bank Transfer,4799.16,Paid
PAY0038760,ORD0038760,2024-11-29,Debit Card,5019.11,Paid
PAY0038761,ORD0038761,2026-05-09,Debit Card,10150.14,Paid
PAY0038762,ORD0038762,2025-12-20,Apple Pay,5993.24,Pending
PAY0038763,ORD0038763,2024-06-02,PayPal,14363.94,Pending
PAY0038764,ORD0038764,2025-03-20,Credit Card,4416.8,Paid
PAY0038765,ORD0038765,2023-10-15,Apple Pay,4479.1,Paid
PAY0038766,ORD0038766,2024-05-25,Credit Card,10458.68,Pending
PAY0038767,ORD0038767,2024-02-12,PayPal,9902.32,Paid
PAY0038768,ORD0038768,2024-06-06,Bank Transfer,6552.42,Pending
PAY0038769,ORD0038769,2025-08-17,PayPal,2599.52,Paid
PAY0038770,ORD0038770,2023-12-06,Debit Card,11880.380000000001,Paid
PAY0038771,ORD0038771,2023-08-02,Bank Transfer,1302.42,Paid
PAY0038772,ORD0038772,2023-08-20,PayPal,14492.7,Paid
PAY0038773,ORD0038773,2024-11-15,Apple Pay,5652.36,Paid
PAY0038774,ORD0038774,2024-07-12,Debit Card,5197.98,Pending
PAY0038775,ORD0038775,2025-03-28,Apple Pay,7175.2,Pending
PAY0038776,ORD0038776,2025-09-23,Debit Card,1329.34,Paid
PAY0038777,ORD0038777,2026-03-31,Credit Card,1431.5,Paid
PAY0038778,ORD0038778,2024-07-27,Apple Pay,12117.28,Pending
PAY0038779,ORD0038779,2025-03-21,Credit Card,11054.49,Paid
PAY0038780,ORD0038780,2025-01-04,Apple Pay,2568.7200000000003,Pending
PAY0038781,ORD0038781,2024-12-28,Bank Transfer,4219.14,Paid
PAY0038782,ORD0038782,2023-08-26,Bank Transfer,5696.48,Pending
PAY0038783,ORD0038783,2025-09-27,PayPal,16564.82,Pending
PAY0038784,ORD0038784,2023-07-04,Apple Pay,7638.389999999999,Paid
PAY0038785,ORD0038785,2025-02-08,Debit Card,5872.94,Paid
PAY0038786,ORD0038786,2025-04-11,PayPal,14110.57,Paid
PAY0038787,ORD0038787,2024-04-19,Bank Transfer,9908.94,Paid
PAY0038788,ORD0038788,2023-08-29,Bank Transfer,10144.0,Paid
PAY0038789,ORD0038789,2024-10-24,Credit Card,12629.86,Paid
PAY0038790,ORD0038790,2025-08-30,Apple Pay,17026.75,Paid
PAY0038791,ORD0038791,2023-08-07,Debit Card,19631.29,Paid
PAY0038792,ORD0038792,2024-03-21,Credit Card,10315.41,Pending
PAY0038793,ORD0038793,2023-08-20,Apple Pay,11003.02,Paid
PAY0038794,ORD0038794,2023-07-07,PayPal,9153.529999999999,Pending
PAY0038795,ORD0038795,2023-10-28,PayPal,4573.07,Paid
PAY0038796,ORD0038796,2025-07-26,Debit Card,5125.570000000001,Paid
PAY0038797,ORD0038797,2025-07-21,Credit Card,15621.44,Paid
PAY0038798,ORD0038798,2024-11-16,Debit Card,1345.1999999999998,Pending
PAY0038799,ORD0038799,2023-11-05,Credit Card,12906.02,Paid
PAY0038800,ORD0038800,2025-06-28,Debit Card,12659.65,Paid
PAY0038801,ORD0038801,2024-12-26,Bank Transfer,2107.04,Paid
PAY0038802,ORD0038802,2025-05-05,Credit Card,17389.63,Pending
PAY0038803,ORD0038803,2024-11-14,Apple Pay,14492.380000000001,Paid
PAY0038804,ORD0038804,2025-08-12,Debit Card,717.39,Pending
PAY0038805,ORD0038805,2023-08-01,Credit Card,4608.4,Pending
PAY0038806,ORD0038806,2024-01-18,Debit Card,23843.940000000002,Paid
PAY0038807,ORD0038807,2024-07-01,Credit Card,3248.5199999999995,Paid
PAY0038808,ORD0038808,2025-12-25,Apple Pay,22549.260000000002,Pending
PAY0038809,ORD0038809,2024-01-31,Bank Transfer,11609.46,Paid
PAY0038810,ORD0038810,2026-05-24,Apple Pay,2857.77,Pending
PAY0038811,ORD0038811,2024-10-27,Credit Card,3642.39,Paid
PAY0038812,ORD0038812,2024-03-06,Credit Card,17178.940000000002,Paid
PAY0038813,ORD0038813,2025-08-15,PayPal,4010.58,Paid
PAY0038814,ORD0038814,2025-12-23,Apple Pay,12665.359999999999,Paid
PAY0038815,ORD0038815,2026-03-03,PayPal,9111.84,Paid
PAY0038816,ORD0038816,2026-05-15,PayPal,4619.86,Paid
PAY0038817,ORD0038817,2025-02-24,Debit Card,11930.27,Pending
PAY0038818,ORD0038818,2024-11-29,Bank Transfer,14281.64,Paid
PAY0038819,ORD0038819,2025-12-26,Bank Transfer,7966.08,Paid
PAY0038820,ORD0038820,2023-06-30,PayPal,4061.38,Paid
PAY0038821,ORD0038821,2023-12-25,PayPal,4013.82,Paid
PAY0038822,ORD0038822,2023-07-11,Apple Pay,1740.91,Paid
PAY0038823,ORD0038823,2025-03-16,Debit Card,7908.62,Paid
PAY0038824,ORD0038824,2025-07-27,Apple Pay,13891.48,Paid
PAY0038825,ORD0038825,2025-08-14,Apple Pay,1297.65,Paid
PAY0038826,ORD0038826,2025-09-28,Debit Card,5676.22,Paid
PAY0038827,ORD0038827,2024-03-21,Bank Transfer,9855.08,Pending
PAY0038828,ORD0038828,2025-10-17,Bank Transfer,3816.62,Paid
PAY0038829,ORD0038829,2025-06-19,Credit Card,2487.82,Pending
PAY0038830,ORD0038830,2024-11-06,PayPal,8657.73,Paid
PAY0038831,ORD0038831,2024-10-25,Debit Card,8309.38,Paid
PAY0038832,ORD0038832,2025-01-08,Credit Card,9630.2,Paid
PAY0038833,ORD0038833,2023-06-21,Debit Card,20252.05,Pending
PAY0038834,ORD0038834,2024-03-02,PayPal,23634.13,Paid
PAY0038835,ORD0038835,2024-07-13,PayPal,18620.14,Paid
PAY0038836,ORD0038836,2026-01-29,Apple Pay,14088.12,Pending
PAY0038837,ORD0038837,2023-06-22,PayPal,2175.25,Paid
PAY0038838,ORD0038838,2023-10-19,PayPal,687.4,Paid
PAY0038839,ORD0038839,2025-07-23,Apple Pay,5794.32,Pending
PAY0038840,ORD0038840,2024-02-08,PayPal,24737.03,Pending
PAY0038841,ORD0038841,2025-05-22,Bank Transfer,23940.100000000002,Paid
PAY0038842,ORD0038842,2024-09-24,PayPal,2225.42,Paid
PAY0038843,ORD0038843,2026-02-13,Debit Card,13078.710000000001,Paid
PAY0038844,ORD0038844,2026-04-28,Bank Transfer,2427.5,Pending
PAY0038845,ORD0038845,2025-09-27,Credit Card,3177.6000000000004,Paid
PAY0038846,ORD0038846,2023-08-19,PayPal,286.32,Pending
PAY0038847,ORD0038847,2025-03-24,Debit Card,692.67,Pending
PAY0038848,ORD0038848,2026-02-13,Bank Transfer,1832.09,Paid
PAY0038849,ORD0038849,2025-04-08,Debit Card,11523.51,Paid
PAY0038850,ORD0038850,2024-10-11,Bank Transfer,11588.650000000001,Paid
PAY0038851,ORD0038851,2024-01-07,PayPal,7925.0599999999995,Paid
PAY0038852,ORD0038852,2024-08-14,Debit Card,12890.89,Paid
PAY0038853,ORD0038853,2025-11-30,Credit Card,8861.52,Paid
PAY0038854,ORD0038854,2024-11-07,Bank Transfer,10519.55,Paid
PAY0038855,ORD0038855,2025-04-04,Bank Transfer,8244.43,Pending
PAY0038856,ORD0038856,2026-01-27,Bank Transfer,2874.42,Paid
PAY0038857,ORD0038857,2024-06-26,PayPal,1618.39,Paid
PAY0038858,ORD0038858,2024-04-12,Credit Card,2537.0099999999998,Pending
PAY0038859,ORD0038859,2025-02-18,Credit Card,640.52,Pending
PAY0038860,ORD0038860,2025-05-13,Apple Pay,5154.889999999999,Paid
PAY0038861,ORD0038861,2023-12-16,PayPal,22873.81,Paid
PAY0038862,ORD0038862,2025-07-28,PayPal,4629.06,Paid
PAY0038863,ORD0038863,2024-02-26,Debit Card,16788.47,Paid
PAY0038864,ORD0038864,2025-05-19,Credit Card,1773.31,Pending
PAY0038865,ORD0038865,2023-08-24,Bank Transfer,4436.36,Paid
PAY0038866,ORD0038866,2026-02-01,Debit Card,20166.57,Paid
PAY0038867,ORD0038867,2024-12-06,PayPal,15131.560000000001,Paid
PAY0038868,ORD0038868,2026-03-07,Bank Transfer,542.66,Paid
PAY0038869,ORD0038869,2025-12-25,Credit Card,15822.73,Paid
PAY0038870,ORD0038870,2026-01-30,Debit Card,13155.23,Paid
PAY0038871,ORD0038871,2024-03-18,Credit Card,2638.59,Paid
PAY0038872,ORD0038872,2026-01-23,Apple Pay,2794.4700000000003,Paid
PAY0038873,ORD0038873,2023-07-29,PayPal,2589.06,Paid
PAY0038874,ORD0038874,2024-09-05,Bank Transfer,2827.19,Paid
PAY0038875,ORD0038875,2025-08-21,Debit Card,15446.86,Pending
PAY0038876,ORD0038876,2024-12-16,PayPal,1580.68,Paid
PAY0038877,ORD0038877,2024-04-14,Debit Card,3839.16,Paid
PAY0038878,ORD0038878,2025-05-30,Credit Card,10954.32,Paid
PAY0038879,ORD0038879,2024-05-27,Apple Pay,6024.89,Paid
PAY0038880,ORD0038880,2025-04-03,Credit Card,677.58,Paid
PAY0038881,ORD0038881,2024-06-01,Credit Card,6394.2,Paid
PAY0038882,ORD0038882,2024-01-15,PayPal,1305.79,Paid
PAY0038883,ORD0038883,2024-08-15,Bank Transfer,12832.48,Paid
PAY0038884,ORD0038884,2024-11-09,Bank Transfer,8580.19,Paid
PAY0038885,ORD0038885,2024-12-10,Debit Card,1899.85,Pending
PAY0038886,ORD0038886,2024-01-06,Bank Transfer,5577.52,Pending
PAY0038887,ORD0038887,2026-04-17,Credit Card,18414.57,Paid
PAY0038888,ORD0038888,2023-10-15,PayPal,9344.900000000001,Pending
PAY0038889,ORD0038889,2025-07-25,Bank Transfer,82.95,Pending
PAY0038890,ORD0038890,2024-02-15,Credit Card,211.38,Paid
PAY0038891,ORD0038891,2023-11-25,Credit Card,14208.199999999999,Paid
PAY0038892,ORD0038892,2023-09-02,Credit Card,7181.88,Paid
PAY0038893,ORD0038893,2025-12-02,Debit Card,20068.420000000002,Paid
PAY0038894,ORD0038894,2023-08-09,Debit Card,21685.37,Paid
PAY0038895,ORD0038895,2025-03-22,Debit Card,7228.41,Paid
PAY0038896,ORD0038896,2024-12-09,Credit Card,12498.88,Paid
PAY0038897,ORD0038897,2025-11-12,Credit Card,2452.79,Paid
PAY0038898,ORD0038898,2025-12-26,Credit Card,12750.98,Paid
PAY0038899,ORD0038899,2025-09-05,Credit Card,2019.22,Paid
PAY0038900,ORD0038900,2024-05-04,Apple Pay,17714.84,Pending
PAY0038901,ORD0038901,2025-06-17,Apple Pay,16857.69,Paid
PAY0038902,ORD0038902,2025-10-29,Apple Pay,4014.26,Paid
PAY0038903,ORD0038903,2025-01-15,Credit Card,14386.990000000002,Paid
PAY0038904,ORD0038904,2026-05-11,Debit Card,1973.42,Paid
PAY0038905,ORD0038905,2023-11-20,Credit Card,7172.47,Paid
PAY0038906,ORD0038906,2023-08-18,Apple Pay,8558.96,Paid
PAY0038907,ORD0038907,2025-06-30,Credit Card,11105.15,Paid
PAY0038908,ORD0038908,2023-11-14,Bank Transfer,5566.71,Paid
PAY0038909,ORD0038909,2025-06-06,PayPal,26483.94,Paid
PAY0038910,ORD0038910,2024-05-21,PayPal,13003.449999999999,Pending
PAY0038911,ORD0038911,2025-05-17,Bank Transfer,15612.49,Paid
PAY0038912,ORD0038912,2026-06-10,Debit Card,18257.99,Paid
PAY0038913,ORD0038913,2024-09-05,Debit Card,1310.88,Paid
PAY0038914,ORD0038914,2025-07-22,PayPal,8679.67,Paid
PAY0038915,ORD0038915,2025-01-11,Debit Card,7407.05,Paid
PAY0038916,ORD0038916,2025-04-12,Bank Transfer,18774.62,Paid
PAY0038917,ORD0038917,2023-11-17,Debit Card,10471.810000000001,Paid
PAY0038918,ORD0038918,2026-03-02,Credit Card,4401.33,Paid
PAY0038919,ORD0038919,2024-01-06,Apple Pay,2884.6,Paid
PAY0038920,ORD0038920,2024-06-05,Bank Transfer,8427.14,Paid
PAY0038921,ORD0038921,2024-03-16,PayPal,6773.799999999999,Paid
PAY0038922,ORD0038922,2025-04-29,Apple Pay,9667.37,Paid
PAY0038923,ORD0038923,2025-05-01,Debit Card,5570.63,Paid
PAY0038924,ORD0038924,2024-01-16,Debit Card,2442.62,Paid
PAY0038925,ORD0038925,2025-03-05,PayPal,9568.85,Paid
PAY0038926,ORD0038926,2025-11-06,Debit Card,6182.5,Paid
PAY0038927,ORD0038927,2025-07-29,Debit Card,5513.040000000001,Paid
PAY0038928,ORD0038928,2024-09-18,Credit Card,13676.3,Paid
PAY0038929,ORD0038929,2024-09-17,Apple Pay,3067.6600000000003,Paid
PAY0038930,ORD0038930,2026-03-11,Bank Transfer,29050.36,Paid
PAY0038931,ORD0038931,2025-06-24,Debit Card,5751.4,Paid
PAY0038932,ORD0038932,2024-01-22,Apple Pay,12691.5,Paid
PAY0038933,ORD0038933,2023-08-07,Credit Card,14699.19,Paid
PAY0038934,ORD0038934,2025-02-11,PayPal,1734.68,Pending
PAY0038935,ORD0038935,2024-12-08,Debit Card,8319.35,Paid
PAY0038936,ORD0038936,2024-09-23,Bank Transfer,4940.549999999999,Pending
PAY0038937,ORD0038937,2023-12-08,PayPal,17613.79,Paid
PAY0038938,ORD0038938,2025-12-17,Apple Pay,4136.84,Paid
PAY0038939,ORD0038939,2024-11-13,Bank Transfer,8940.52,Paid
PAY0038940,ORD0038940,2025-12-11,PayPal,10529.54,Paid
PAY0038941,ORD0038941,2026-02-09,Apple Pay,4069.02,Paid
PAY0038942,ORD0038942,2026-05-06,Debit Card,15449.83,Paid
PAY0038943,ORD0038943,2023-06-24,Credit Card,16368.8,Paid
PAY0038944,ORD0038944,2025-02-20,Debit Card,12662.0,Pending
PAY0038945,ORD0038945,2025-08-31,Bank Transfer,6450.48,Paid
PAY0038946,ORD0038946,2024-07-17,Credit Card,5338.1900000000005,Pending
PAY0038947,ORD0038947,2025-05-18,PayPal,12140.45,Paid
PAY0038948,ORD0038948,2026-02-10,PayPal,8931.19,Paid
PAY0038949,ORD0038949,2024-12-17,Credit Card,12928.78,Paid
PAY0038950,ORD0038950,2026-01-16,Credit Card,9314.81,Pending
PAY0038951,ORD0038951,2025-02-27,Bank Transfer,7282.54,Paid
PAY0038952,ORD0038952,2026-04-06,Bank Transfer,8595.35,Paid
PAY0038953,ORD0038953,2025-02-20,Credit Card,6003.84,Paid
PAY0038954,ORD0038954,2024-02-16,PayPal,3292.17,Pending
PAY0038955,ORD0038955,2025-08-08,Debit Card,23804.41,Pending
PAY0038956,ORD0038956,2024-07-02,Apple Pay,3833.61,Pending
PAY0038957,ORD0038957,2026-02-24,PayPal,10480.76,Paid
PAY0038958,ORD0038958,2026-03-11,PayPal,19187.08,Paid
PAY0038959,ORD0038959,2024-10-16,Debit Card,11814.420000000002,Paid
PAY0038960,ORD0038960,2023-06-28,Debit Card,395.27,Pending
PAY0038961,ORD0038961,2024-02-07,PayPal,1654.68,Paid
PAY0038962,ORD0038962,2023-07-04,Credit Card,3521.91,Paid
PAY0038963,ORD0038963,2025-12-17,Apple Pay,11156.7,Pending
PAY0038964,ORD0038964,2025-06-22,Apple Pay,11214.789999999999,Pending
PAY0038965,ORD0038965,2026-01-22,PayPal,3994.96,Paid
PAY0038966,ORD0038966,2023-08-26,Debit Card,1954.72,Paid
PAY0038967,ORD0038967,2024-12-02,Credit Card,6897.96,Pending
PAY0038968,ORD0038968,2024-08-31,Bank Transfer,2118.52,Paid
PAY0038969,ORD0038969,2025-10-10,Debit Card,9074.68,Paid
PAY0038970,ORD0038970,2024-12-29,Bank Transfer,8912.689999999999,Pending
PAY0038971,ORD0038971,2023-11-11,PayPal,4665.9,Paid
PAY0038972,ORD0038972,2025-06-05,Apple Pay,3144.63,Paid
PAY0038973,ORD0038973,2024-11-26,PayPal,2411.82,Paid
PAY0038974,ORD0038974,2023-09-18,PayPal,12143.080000000002,Paid
PAY0038975,ORD0038975,2026-03-28,Debit Card,3428.08,Pending
PAY0038976,ORD0038976,2025-06-11,Apple Pay,2206.0,Paid
PAY0038977,ORD0038977,2023-08-29,PayPal,15343.17,Paid
PAY0038978,ORD0038978,2023-07-01,Credit Card,1395.75,Paid
PAY0038979,ORD0038979,2023-12-06,Bank Transfer,9425.91,Paid
PAY0038980,ORD0038980,2024-09-30,Bank Transfer,14829.6,Paid
PAY0038981,ORD0038981,2026-03-03,Debit Card,5874.0,Paid
PAY0038982,ORD0038982,2025-05-23,Debit Card,11197.34,Paid
PAY0038983,ORD0038983,2024-12-24,PayPal,20912.34,Paid
PAY0038984,ORD0038984,2024-09-21,Credit Card,13118.599999999999,Paid
PAY0038985,ORD0038985,2024-05-02,PayPal,2491.91,Pending
PAY0038986,ORD0038986,2025-02-24,Credit Card,2239.24,Pending
PAY0038987,ORD0038987,2024-10-06,Credit Card,10451.49,Paid
PAY0038988,ORD0038988,2023-08-29,PayPal,11403.189999999999,Paid
PAY0038989,ORD0038989,2025-06-07,Apple Pay,7759.25,Paid
PAY0038990,ORD0038990,2026-01-07,Debit Card,2260.17,Paid
PAY0038991,ORD0038991,2023-07-15,Debit Card,19014.86,Paid
PAY0038992,ORD0038992,2023-07-15,Apple Pay,12572.699999999999,Pending
PAY0038993,ORD0038993,2025-10-27,Debit Card,8526.68,Paid
PAY0038994,ORD0038994,2025-10-07,Bank Transfer,745.85,Pending
PAY0038995,ORD0038995,2025-11-26,PayPal,601.49,Pending
PAY0038996,ORD0038996,2024-05-15,Apple Pay,8644.71,Pending
PAY0038997,ORD0038997,2025-07-23,PayPal,14545.07,Paid
PAY0038998,ORD0038998,2025-08-08,PayPal,11360.1,Paid
PAY0038999,ORD0038999,2024-06-22,Debit Card,10170.96,Paid
PAY0039000,ORD0039000,2024-04-29,Debit Card,13083.45,Pending
PAY0039001,ORD0039001,2024-12-20,Apple Pay,13439.96,Paid
PAY0039002,ORD0039002,2023-09-09,Debit Card,7670.26,Pending
PAY0039003,ORD0039003,2024-01-25,PayPal,11364.36,Paid
PAY0039004,ORD0039004,2024-05-06,Credit Card,13786.929999999998,Paid
PAY0039005,ORD0039005,2024-10-02,Apple Pay,19348.65,Paid
PAY0039006,ORD0039006,2026-03-17,PayPal,4154.06,Paid
PAY0039007,ORD0039007,2025-11-11,Bank Transfer,3492.92,Paid
PAY0039008,ORD0039008,2024-05-26,Credit Card,11235.41,Paid
PAY0039009,ORD0039009,2024-02-12,PayPal,2937.29,Paid
PAY0039010,ORD0039010,2025-01-28,PayPal,18661.62,Paid
PAY0039011,ORD0039011,2024-03-28,Bank Transfer,3849.1800000000003,Pending
PAY0039012,ORD0039012,2024-09-03,Apple Pay,8529.83,Paid
PAY0039013,ORD0039013,2025-03-20,Apple Pay,7062.96,Paid
PAY0039014,ORD0039014,2025-03-06,Credit Card,4949.36,Pending
PAY0039015,ORD0039015,2024-04-01,Credit Card,7704.5,Paid
PAY0039016,ORD0039016,2023-07-19,Apple Pay,7659.280000000001,Paid
PAY0039017,ORD0039017,2025-02-13,Apple Pay,3537.26,Paid
PAY0039018,ORD0039018,2023-06-15,Bank Transfer,21959.39,Paid
PAY0039019,ORD0039019,2024-12-14,Credit Card,1919.96,Paid
PAY0039020,ORD0039020,2025-02-23,Bank Transfer,17281.35,Paid
PAY0039021,ORD0039021,2026-04-25,Apple Pay,1516.03,Paid
PAY0039022,ORD0039022,2025-04-02,Debit Card,9012.64,Pending
PAY0039023,ORD0039023,2024-01-14,Apple Pay,2591.76,Paid
PAY0039024,ORD0039024,2025-11-11,Credit Card,17414.48,Paid
PAY0039025,ORD0039025,2024-01-13,Credit Card,12366.93,Paid
PAY0039026,ORD0039026,2025-08-18,Credit Card,4701.599999999999,Paid
PAY0039027,ORD0039027,2025-10-03,Debit Card,8911.949999999999,Paid
PAY0039028,ORD0039028,2025-07-14,PayPal,7983.43,Paid
PAY0039029,ORD0039029,2024-05-18,Debit Card,2622.83,Paid
PAY0039030,ORD0039030,2024-10-02,Bank Transfer,20483.91,Paid
PAY0039031,ORD0039031,2025-11-24,Credit Card,3803.76,Paid
PAY0039032,ORD0039032,2024-04-02,PayPal,9508.73,Paid
PAY0039033,ORD0039033,2025-10-08,PayPal,8545.0,Paid
PAY0039034,ORD0039034,2024-10-31,Credit Card,10723.49,Paid
PAY0039035,ORD0039035,2024-08-27,Credit Card,7403.34,Paid
PAY0039036,ORD0039036,2024-10-01,Bank Transfer,13374.84,Pending
PAY0039037,ORD0039037,2024-03-19,Apple Pay,18399.72,Paid
PAY0039038,ORD0039038,2025-08-21,PayPal,2682.87,Pending
PAY0039039,ORD0039039,2025-04-28,Bank Transfer,19603.05,Pending
PAY0039040,ORD0039040,2024-06-23,Apple Pay,7567.110000000001,Paid
PAY0039041,ORD0039041,2025-12-09,Debit Card,4640.76,Pending
PAY0039042,ORD0039042,2024-01-28,Credit Card,11259.66,Paid
PAY0039043,ORD0039043,2025-05-24,Bank Transfer,14493.630000000001,Pending
PAY0039044,ORD0039044,2023-08-28,Apple Pay,1145.21,Paid
PAY0039045,ORD0039045,2024-01-24,Apple Pay,13634.71,Pending
