shipment_id,order_id,carrier,tracking_number,ship_date,status
SHP0048173,ORD0048173,UPS,sCA41160891,2024-04-30,Delivered
SHP0048174,ORD0048174,UPS,kLw40850793,2025-06-20,In Transit
SHP0048175,ORD0048175,UPS,oyr24485845,2026-03-02,In Transit
SHP0048176,ORD0048176,FedEx,hUn82858316,2025-12-03,In Transit
SHP0048177,ORD0048177,UPS,HWs92457930,2023-12-13,Delivered
SHP0048178,ORD0048178,UPS,OCi82520018,2025-07-07,Delivered
SHP0048179,ORD0048179,FedEx,Jfq20706218,2026-03-29,Delivered
SHP0048180,ORD0048180,USPS,gYq99031827,2023-07-26,Pending
SHP0048181,ORD0048181,UPS,hYH29624055,2026-02-27,In Transit
SHP0048182,ORD0048182,USPS,ZUY81788715,2026-03-14,Delivered
SHP0048183,ORD0048183,UPS,rKi48384826,2026-03-20,Delivered
SHP0048184,ORD0048184,DHL,RYD12106592,2024-01-10,Delivered
SHP0048185,ORD0048185,FedEx,MND19201975,2023-11-30,In Transit
SHP0048186,ORD0048186,UPS,jog52771318,2025-03-04,In Transit
SHP0048187,ORD0048187,USPS,pzr31215712,2023-07-13,In Transit
SHP0048188,ORD0048188,DHL,qVA18873444,2025-06-21,Delivered
SHP0048189,ORD0048189,UPS,Qmz85989408,2024-03-12,In Transit
SHP0048190,ORD0048190,DHL,BjW27298249,2024-09-17,In Transit
SHP0048191,ORD0048191,DHL,lIa25485025,2026-06-11,Delivered
SHP0048192,ORD0048192,DHL,nTK27337040,2024-08-03,In Transit
SHP0048193,ORD0048193,USPS,rJi05953523,2024-09-17,Delivered
SHP0048194,ORD0048194,UPS,fHB55201634,2025-10-01,In Transit
SHP0048195,ORD0048195,FedEx,pwG52991486,2024-03-17,Pending
SHP0048196,ORD0048196,FedEx,HDJ12674124,2025-05-14,In Transit
SHP0048197,ORD0048197,UPS,YIJ42924100,2025-04-19,Delivered
SHP0048198,ORD0048198,USPS,wBR75449263,2023-08-17,Delivered
SHP0048199,ORD0048199,FedEx,vAX42591709,2024-07-27,Delivered
SHP0048200,ORD0048200,DHL,YkW94667910,2024-12-28,Delivered
SHP0048201,ORD0048201,FedEx,PxA41204567,2026-05-28,Delivered
SHP0048202,ORD0048202,DHL,iLp64831296,2024-12-04,In Transit
SHP0048203,ORD0048203,UPS,dPW88630598,2025-01-16,Pending
SHP0048204,ORD0048204,DHL,BqW54925431,2024-01-03,Delivered
SHP0048205,ORD0048205,DHL,yNo21845660,2025-04-03,Pending
SHP0048206,ORD0048206,DHL,aiX62090530,2025-02-11,In Transit
SHP0048207,ORD0048207,UPS,hjR55109651,2024-09-18,Delivered
SHP0048208,ORD0048208,USPS,bmz05775961,2024-03-17,In Transit
SHP0048209,ORD0048209,FedEx,YUA96746491,2023-08-09,In Transit
SHP0048210,ORD0048210,FedEx,txF84810967,2024-01-27,Delivered
SHP0048211,ORD0048211,UPS,sbS00032060,2024-01-23,In Transit
SHP0048212,ORD0048212,DHL,vIn57062735,2025-06-16,Delivered
SHP0048213,ORD0048213,UPS,Nzb05472376,2024-02-11,In Transit
SHP0048214,ORD0048214,FedEx,Kti25685936,2024-10-24,Pending
SHP0048215,ORD0048215,UPS,BnL17137064,2025-05-03,In Transit
SHP0048216,ORD0048216,UPS,wvZ38823760,2025-02-23,Pending
SHP0048217,ORD0048217,FedEx,VRU19357882,2023-11-12,Delivered
SHP0048218,ORD0048218,USPS,lff62916924,2025-06-16,Pending
SHP0048219,ORD0048219,USPS,rkE40911346,2025-08-01,Delivered
SHP0048220,ORD0048220,DHL,zwy51846058,2025-01-12,Pending
SHP0048221,ORD0048221,UPS,fiN96968762,2025-04-29,In Transit
SHP0048222,ORD0048222,UPS,iCk61421206,2025-10-27,Delivered
SHP0048223,ORD0048223,FedEx,lmx58475577,2024-05-02,Delivered
SHP0048224,ORD0048224,DHL,wuT92302218,2025-10-14,Pending
SHP0048225,ORD0048225,USPS,wIl15221866,2025-06-10,Delivered
SHP0048226,ORD0048226,USPS,xdi82704405,2023-08-17,In Transit
SHP0048227,ORD0048227,USPS,ZLu09018424,2025-03-06,Pending
SHP0048228,ORD0048228,DHL,VzU48693857,2024-12-30,Delivered
SHP0048229,ORD0048229,DHL,Yro72313191,2025-07-17,Delivered
SHP0048230,ORD0048230,UPS,yUh83637163,2025-02-26,In Transit
SHP0048231,ORD0048231,DHL,eOo92655070,2024-12-21,Delivered
SHP0048232,ORD0048232,USPS,ugt52766849,2026-02-17,In Transit
SHP0048233,ORD0048233,USPS,FDp07743620,2025-04-10,Pending
SHP0048234,ORD0048234,DHL,XiV40129859,2024-02-05,In Transit
SHP0048235,ORD0048235,UPS,ErT22263961,2024-09-09,In Transit
SHP0048236,ORD0048236,FedEx,zBY31508014,2024-12-21,Delivered
SHP0048237,ORD0048237,DHL,qQj12941559,2023-10-08,Delivered
SHP0048238,ORD0048238,FedEx,wUT66633387,2024-06-21,Delivered
SHP0048239,ORD0048239,USPS,Bps68454097,2025-11-22,Delivered
SHP0048240,ORD0048240,FedEx,urh84654163,2025-06-04,In Transit
SHP0048241,ORD0048241,FedEx,UUO37407845,2024-09-25,In Transit
SHP0048242,ORD0048242,UPS,VsG50789051,2026-02-27,Delivered
SHP0048243,ORD0048243,DHL,LDf46612359,2024-12-04,Delivered
SHP0048244,ORD0048244,USPS,Myi60671796,2024-03-18,Delivered
SHP0048245,ORD0048245,FedEx,TNE90917113,2023-10-26,Delivered
SHP0048246,ORD0048246,FedEx,dxy28150079,2024-12-24,Delivered
SHP0048247,ORD0048247,UPS,nLx27410619,2024-06-11,Delivered
SHP0048248,ORD0048248,DHL,Brf69049016,2026-01-09,In Transit
SHP0048249,ORD0048249,UPS,tHC08684209,2026-04-19,In Transit
SHP0048250,ORD0048250,DHL,JIk97688826,2025-05-20,Delivered
SHP0048251,ORD0048251,UPS,JfJ91069183,2025-10-12,In Transit
SHP0048252,ORD0048252,FedEx,ipH46479788,2025-06-20,Delivered
SHP0048253,ORD0048253,DHL,Jxl63752371,2025-10-22,Pending
SHP0048254,ORD0048254,UPS,Umm98191984,2024-10-09,Delivered
SHP0048255,ORD0048255,DHL,kdV86468231,2024-08-21,In Transit
SHP0048256,ORD0048256,FedEx,dew91132004,2023-08-28,Delivered
SHP0048257,ORD0048257,FedEx,XQy00304791,2023-10-31,Delivered
SHP0048258,ORD0048258,USPS,bpe01956720,2026-02-23,Delivered
SHP0048259,ORD0048259,DHL,tnq58381278,2024-09-11,Pending
SHP0048260,ORD0048260,DHL,ZIS39791700,2025-04-02,Pending
SHP0048261,ORD0048261,DHL,hOV45714241,2025-02-05,In Transit
SHP0048262,ORD0048262,DHL,lGZ21461029,2026-06-14,Delivered
SHP0048263,ORD0048263,DHL,Csf65307204,2025-08-08,Delivered
SHP0048264,ORD0048264,DHL,cPf47272735,2024-08-07,In Transit
SHP0048265,ORD0048265,DHL,TVX57385544,2025-01-17,Pending
SHP0048266,ORD0048266,UPS,DiC69091863,2025-12-25,Delivered
SHP0048267,ORD0048267,FedEx,Wpn13453603,2026-06-11,Delivered
SHP0048268,ORD0048268,UPS,Lyk21810971,2024-02-23,In Transit
SHP0048269,ORD0048269,UPS,VMq42523178,2025-12-03,Pending
SHP0048270,ORD0048270,FedEx,QQF05566986,2025-11-21,Pending
SHP0048271,ORD0048271,FedEx,IzH22603395,2026-01-16,Delivered
SHP0048272,ORD0048272,FedEx,AGl21697259,2023-09-11,Delivered
SHP0048273,ORD0048273,USPS,sdx33589114,2024-08-22,Delivered
SHP0048274,ORD0048274,DHL,bjT39765781,2026-05-23,In Transit
SHP0048275,ORD0048275,FedEx,fIC40965118,2025-05-02,Delivered
SHP0048276,ORD0048276,FedEx,yzp97335794,2025-08-15,Delivered
SHP0048277,ORD0048277,UPS,gnh34013820,2025-01-08,Pending
SHP0048278,ORD0048278,USPS,ciM21626949,2025-12-05,Delivered
SHP0048279,ORD0048279,DHL,VTY87632870,2025-10-05,Delivered
SHP0048280,ORD0048280,DHL,Qov47529572,2025-10-14,Pending
SHP0048281,ORD0048281,USPS,GdV51223813,2024-04-30,Delivered
SHP0048282,ORD0048282,UPS,umB08612411,2025-11-01,Delivered
SHP0048283,ORD0048283,DHL,GlG46527448,2025-05-25,Delivered
SHP0048284,ORD0048284,USPS,JPg57376804,2025-02-26,Delivered
SHP0048285,ORD0048285,DHL,Gtq66804990,2025-06-12,Delivered
SHP0048286,ORD0048286,DHL,wsk31365211,2025-03-23,Delivered
SHP0048287,ORD0048287,FedEx,TLy79518764,2025-09-03,In Transit
SHP0048288,ORD0048288,DHL,osC54126704,2025-02-06,Pending
SHP0048289,ORD0048289,FedEx,jLx84683125,2026-02-10,Delivered
SHP0048290,ORD0048290,DHL,LSh69389049,2025-11-07,Delivered
SHP0048291,ORD0048291,USPS,gLR96358178,2024-07-23,Pending
SHP0048292,ORD0048292,USPS,cau66452097,2024-05-13,In Transit
SHP0048293,ORD0048293,USPS,suq97212108,2024-11-26,Pending
SHP0048294,ORD0048294,UPS,Ort65348868,2023-11-30,Delivered
SHP0048295,ORD0048295,DHL,WJT86059558,2025-02-25,Pending
SHP0048296,ORD0048296,UPS,Adk46436422,2023-07-12,In Transit
SHP0048297,ORD0048297,UPS,Fkv46550838,2023-06-23,In Transit
SHP0048298,ORD0048298,FedEx,Qlv40078846,2024-09-15,Delivered
SHP0048299,ORD0048299,FedEx,yLF82196024,2024-02-11,Pending
SHP0048300,ORD0048300,FedEx,rtj37319324,2025-07-01,Pending
SHP0048301,ORD0048301,USPS,xYr06915622,2023-08-07,Delivered
SHP0048302,ORD0048302,FedEx,sBr13505036,2024-01-05,Delivered
SHP0048303,ORD0048303,USPS,nRw66820620,2024-03-27,Delivered
SHP0048304,ORD0048304,USPS,xkz85380114,2024-02-13,Delivered
SHP0048305,ORD0048305,DHL,JTu26206327,2023-11-20,Pending
SHP0048306,ORD0048306,DHL,tIu27777317,2025-12-25,Delivered
SHP0048307,ORD0048307,DHL,AtL88548720,2024-09-28,Delivered
SHP0048308,ORD0048308,FedEx,cmR59385106,2024-10-20,Delivered
SHP0048309,ORD0048309,DHL,mnw80065764,2025-08-28,Pending
SHP0048310,ORD0048310,DHL,Qse33109890,2025-05-10,Delivered
SHP0048311,ORD0048311,DHL,DNx86321164,2023-07-10,In Transit
SHP0048312,ORD0048312,DHL,lYe10229900,2025-09-10,Delivered
SHP0048313,ORD0048313,USPS,asN71443175,2023-12-20,Pending
SHP0048314,ORD0048314,DHL,LBY95194843,2025-01-04,Delivered
SHP0048315,ORD0048315,DHL,sMc71307495,2024-06-02,Delivered
SHP0048316,ORD0048316,USPS,WCk07978615,2024-05-21,In Transit
SHP0048317,ORD0048317,DHL,sZx31519761,2025-06-04,In Transit
SHP0048318,ORD0048318,FedEx,dHG46197540,2026-05-31,Pending
SHP0048319,ORD0048319,UPS,nbN82042416,2024-03-30,Pending
SHP0048320,ORD0048320,FedEx,mTW31533405,2025-07-28,Pending
SHP0048321,ORD0048321,UPS,wZh31394097,2025-03-09,In Transit
SHP0048322,ORD0048322,DHL,nJn85406326,2024-05-01,Pending
SHP0048323,ORD0048323,UPS,pxz46548966,2024-08-19,Delivered
SHP0048324,ORD0048324,FedEx,AOV77418267,2024-04-29,Delivered
SHP0048325,ORD0048325,FedEx,yAy75575530,2024-11-30,Pending
SHP0048326,ORD0048326,FedEx,Tod93758615,2025-03-08,In Transit
SHP0048327,ORD0048327,USPS,uSH58772750,2024-05-27,Delivered
SHP0048328,ORD0048328,FedEx,lOD44318446,2024-06-04,In Transit
SHP0048329,ORD0048329,FedEx,zGM86791998,2025-12-02,Pending
SHP0048330,ORD0048330,FedEx,IJg28176877,2025-09-08,In Transit
SHP0048331,ORD0048331,USPS,ydl82681401,2023-12-15,Delivered
SHP0048332,ORD0048332,DHL,ndq84023294,2023-09-23,Delivered
SHP0048333,ORD0048333,FedEx,ErC47330450,2025-01-07,Pending
SHP0048334,ORD0048334,UPS,Ing34649733,2024-04-28,Delivered
SHP0048335,ORD0048335,USPS,tnM06714378,2024-02-16,Pending
SHP0048336,ORD0048336,UPS,EHb84433493,2023-11-21,Delivered
SHP0048337,ORD0048337,DHL,Tov52769297,2026-04-08,Pending
SHP0048338,ORD0048338,FedEx,uvT69969155,2025-01-28,In Transit
SHP0048339,ORD0048339,FedEx,VaT42655456,2025-11-22,Pending
SHP0048340,ORD0048340,UPS,gTN78912810,2026-04-25,Pending
SHP0048341,ORD0048341,FedEx,CJw75865030,2025-04-15,In Transit
SHP0048342,ORD0048342,USPS,AwF85395918,2026-04-07,Delivered
SHP0048343,ORD0048343,UPS,oHT43219779,2025-03-24,Pending
SHP0048344,ORD0048344,FedEx,eKB80761862,2026-05-23,In Transit
SHP0048345,ORD0048345,FedEx,sUS10750397,2025-04-21,Delivered
SHP0048346,ORD0048346,USPS,toB75240709,2025-01-18,Delivered
SHP0048347,ORD0048347,USPS,dHI99877757,2026-04-13,In Transit
SHP0048348,ORD0048348,UPS,KeF51314478,2025-03-01,Delivered
SHP0048349,ORD0048349,DHL,vzY76390601,2024-01-24,In Transit
SHP0048350,ORD0048350,USPS,bDl93440653,2026-04-13,Delivered
SHP0048351,ORD0048351,USPS,uyV26699063,2026-04-11,Pending
SHP0048352,ORD0048352,UPS,cye20064926,2025-01-04,Delivered
SHP0048353,ORD0048353,UPS,zpG51624558,2025-04-16,Pending
SHP0048354,ORD0048354,FedEx,rPl04642815,2024-11-18,Delivered
SHP0048355,ORD0048355,USPS,ZGt85199152,2026-02-24,In Transit
SHP0048356,ORD0048356,FedEx,jxg96228281,2026-03-07,Delivered
SHP0048357,ORD0048357,USPS,Wql93308321,2025-09-21,Delivered
SHP0048358,ORD0048358,USPS,dhn10878992,2023-11-16,In Transit
SHP0048359,ORD0048359,USPS,joK05651271,2024-01-18,In Transit
SHP0048360,ORD0048360,UPS,bHZ54839474,2025-06-26,Delivered
SHP0048361,ORD0048361,UPS,CVf61825041,2023-07-20,Delivered
SHP0048362,ORD0048362,UPS,SCe21776344,2024-10-17,Pending
SHP0048363,ORD0048363,DHL,gsa04877455,2025-08-08,In Transit
SHP0048364,ORD0048364,USPS,NSj15287075,2023-10-08,Pending
SHP0048365,ORD0048365,DHL,jOA61017615,2024-11-26,Pending
SHP0048366,ORD0048366,UPS,Akf37133990,2023-10-19,Delivered
SHP0048367,ORD0048367,USPS,Euo52872818,2025-11-01,Pending
SHP0048368,ORD0048368,UPS,NTl67053549,2024-11-10,Delivered
SHP0048369,ORD0048369,FedEx,Ked13426420,2025-01-04,In Transit
SHP0048370,ORD0048370,DHL,yGw83076786,2024-11-17,Pending
SHP0048371,ORD0048371,DHL,ifH91145913,2023-11-11,Pending
SHP0048372,ORD0048372,USPS,DoJ25606402,2025-12-09,In Transit
SHP0048373,ORD0048373,USPS,IuF02713714,2026-04-07,Pending
SHP0048374,ORD0048374,UPS,yyi29420284,2026-04-02,In Transit
SHP0048375,ORD0048375,USPS,LoE29353337,2024-08-26,Delivered
SHP0048376,ORD0048376,FedEx,JhH96009227,2026-01-01,Delivered
SHP0048377,ORD0048377,UPS,UGH60459322,2024-01-14,In Transit
SHP0048378,ORD0048378,UPS,iyM17871969,2024-05-24,Delivered
SHP0048379,ORD0048379,USPS,TiU57877829,2025-08-30,Delivered
SHP0048380,ORD0048380,FedEx,YEh00431290,2025-11-24,Delivered
SHP0048381,ORD0048381,UPS,OWn04927749,2025-10-13,Delivered
SHP0048382,ORD0048382,UPS,LAe52323788,2025-05-27,Delivered
SHP0048383,ORD0048383,USPS,FII32233809,2025-12-07,Delivered
SHP0048384,ORD0048384,USPS,mYm04950307,2025-05-04,Delivered
SHP0048385,ORD0048385,UPS,dIs97753477,2023-08-06,Pending
SHP0048386,ORD0048386,USPS,QdB06700257,2025-10-12,Pending
SHP0048387,ORD0048387,UPS,yhN99845275,2026-01-31,Delivered
SHP0048388,ORD0048388,DHL,AIF46512960,2024-10-29,Pending
SHP0048389,ORD0048389,UPS,MWD72385498,2024-08-28,Delivered
SHP0048390,ORD0048390,UPS,LVY21051438,2025-09-05,Pending
SHP0048391,ORD0048391,USPS,hqp28333863,2024-03-19,Pending
SHP0048392,ORD0048392,FedEx,sRH07802437,2025-06-20,Pending
SHP0048393,ORD0048393,FedEx,TtW42301344,2025-04-28,Delivered
SHP0048394,ORD0048394,USPS,ycO57305993,2026-02-12,Delivered
SHP0048395,ORD0048395,UPS,ioP11871221,2024-08-09,In Transit
SHP0048396,ORD0048396,FedEx,ZON24965727,2024-08-20,Delivered
SHP0048397,ORD0048397,UPS,ucW04655553,2025-02-08,Delivered
SHP0048398,ORD0048398,DHL,YKp33649841,2024-12-29,Pending
SHP0048399,ORD0048399,DHL,zaR01583963,2026-04-22,Pending
SHP0048400,ORD0048400,USPS,Tut86065745,2023-07-24,Delivered
SHP0048401,ORD0048401,UPS,ptB69359263,2024-08-11,In Transit
SHP0048402,ORD0048402,UPS,GHA26246732,2025-06-01,Delivered
SHP0048403,ORD0048403,UPS,Iwz93233625,2024-10-14,Delivered
SHP0048404,ORD0048404,USPS,TSi80665937,2025-03-30,Delivered
SHP0048405,ORD0048405,FedEx,ePC11891080,2025-01-12,In Transit
SHP0048406,ORD0048406,UPS,fpB10738835,2025-05-19,In Transit
SHP0048407,ORD0048407,DHL,LBx86665089,2024-10-12,Delivered
SHP0048408,ORD0048408,DHL,vGj12537612,2024-12-13,Delivered
SHP0048409,ORD0048409,DHL,Dgn08695631,2024-12-22,Pending
SHP0048410,ORD0048410,UPS,riT03438502,2025-11-04,Delivered
SHP0048411,ORD0048411,USPS,mgM74789564,2025-01-29,Pending
SHP0048412,ORD0048412,UPS,lDH58627407,2023-12-05,In Transit
SHP0048413,ORD0048413,USPS,ZdJ82744798,2026-02-08,Pending
SHP0048414,ORD0048414,UPS,FmP74999435,2024-12-10,Pending
SHP0048415,ORD0048415,USPS,OiI47627885,2026-01-09,Pending
SHP0048416,ORD0048416,FedEx,kkd55229207,2025-10-12,Delivered
SHP0048417,ORD0048417,DHL,XPz17645757,2026-03-22,Delivered
SHP0048418,ORD0048418,USPS,Otp67684232,2025-03-31,In Transit
SHP0048419,ORD0048419,FedEx,eHb06517363,2025-06-23,Delivered
SHP0048420,ORD0048420,FedEx,CLt80867356,2024-09-12,Delivered
SHP0048421,ORD0048421,DHL,JMf95871267,2025-06-06,Pending
SHP0048422,ORD0048422,DHL,nwY83278534,2026-03-13,Delivered
SHP0048423,ORD0048423,DHL,ndu45446380,2023-08-26,Delivered
SHP0048424,ORD0048424,FedEx,psP63374597,2024-03-01,Delivered
SHP0048425,ORD0048425,UPS,Thb29411876,2026-02-27,Delivered
SHP0048426,ORD0048426,DHL,Ucf56606937,2025-02-07,In Transit
SHP0048427,ORD0048427,FedEx,Mss70928518,2023-07-05,Pending
SHP0048428,ORD0048428,UPS,rWM77800903,2024-05-27,Delivered
SHP0048429,ORD0048429,FedEx,XhO65567965,2025-12-24,In Transit
SHP0048430,ORD0048430,USPS,Ndi62514459,2023-12-17,Delivered
SHP0048431,ORD0048431,FedEx,wWu06245928,2025-05-28,Delivered
SHP0048432,ORD0048432,UPS,gcm42231203,2026-01-20,Delivered
SHP0048433,ORD0048433,DHL,QYx14149074,2026-04-27,Pending
SHP0048434,ORD0048434,UPS,eRR21157333,2024-04-26,Pending
SHP0048435,ORD0048435,DHL,oyL39253711,2025-05-05,Pending
SHP0048436,ORD0048436,USPS,ghc72159470,2025-10-21,Pending
SHP0048437,ORD0048437,USPS,fig45169611,2023-12-21,Delivered
SHP0048438,ORD0048438,FedEx,pzV56527077,2023-11-17,Delivered
SHP0048439,ORD0048439,UPS,kFb46886551,2024-09-14,Pending
SHP0048440,ORD0048440,USPS,IZC85482732,2023-07-11,Pending
SHP0048441,ORD0048441,FedEx,paB66316351,2025-04-14,Delivered
SHP0048442,ORD0048442,DHL,tcq44319732,2024-06-01,In Transit
SHP0048443,ORD0048443,UPS,IKr31387294,2025-02-02,In Transit
SHP0048444,ORD0048444,DHL,mrJ84011567,2026-01-13,In Transit
SHP0048445,ORD0048445,UPS,tMM29460352,2025-05-23,Delivered
SHP0048446,ORD0048446,FedEx,DmC98741530,2024-12-24,Delivered
SHP0048447,ORD0048447,UPS,kga00611365,2025-02-17,Delivered
SHP0048448,ORD0048448,DHL,ERT27281299,2025-05-22,In Transit
SHP0048449,ORD0048449,UPS,vGj92845470,2024-02-11,In Transit
SHP0048450,ORD0048450,USPS,Xgn06085857,2024-08-10,Pending
SHP0048451,ORD0048451,DHL,PgG78512962,2025-11-16,In Transit
SHP0048452,ORD0048452,USPS,yiU07767299,2025-04-20,In Transit
SHP0048453,ORD0048453,FedEx,GBN22422311,2023-09-21,Delivered
SHP0048454,ORD0048454,DHL,bxG16457437,2023-07-07,Pending
SHP0048455,ORD0048455,DHL,pGE24144465,2025-11-29,Pending
SHP0048456,ORD0048456,DHL,WCt00082312,2025-03-15,Pending
SHP0048457,ORD0048457,USPS,XLw76470502,2023-07-23,Delivered
SHP0048458,ORD0048458,DHL,Lym48090950,2024-07-04,In Transit
SHP0048459,ORD0048459,USPS,dSN54944616,2024-12-07,Pending
SHP0048460,ORD0048460,USPS,drx96564342,2025-04-15,Delivered
SHP0048461,ORD0048461,FedEx,PUo68344359,2024-08-19,In Transit
SHP0048462,ORD0048462,DHL,EGe15316658,2023-07-29,Delivered
SHP0048463,ORD0048463,FedEx,AbJ42127320,2024-06-29,Delivered
SHP0048464,ORD0048464,FedEx,ZjA38177890,2025-03-26,Delivered
SHP0048465,ORD0048465,UPS,ZnO33384707,2024-09-07,Pending
SHP0048466,ORD0048466,UPS,IcY88734586,2026-03-16,In Transit
SHP0048467,ORD0048467,USPS,FhE03701308,2023-08-02,Pending
SHP0048468,ORD0048468,UPS,rrj91556876,2024-04-23,Delivered
SHP0048469,ORD0048469,FedEx,PIL65806175,2024-08-15,Delivered
SHP0048470,ORD0048470,DHL,Rjr69683852,2024-12-26,Delivered
SHP0048471,ORD0048471,UPS,kqF62384626,2025-07-24,Delivered
SHP0048472,ORD0048472,DHL,BAy22170274,2025-09-13,Delivered
SHP0048473,ORD0048473,UPS,kZC35488388,2024-01-07,Delivered
SHP0048474,ORD0048474,DHL,XLH07204030,2026-02-22,Delivered
SHP0048475,ORD0048475,FedEx,aHb74556868,2024-06-13,Delivered
SHP0048476,ORD0048476,USPS,qAk61804110,2024-04-17,Pending
SHP0048477,ORD0048477,UPS,gvE88453805,2025-04-20,Pending
SHP0048478,ORD0048478,FedEx,tHx59528904,2026-05-19,Delivered
SHP0048479,ORD0048479,UPS,oDR34102760,2025-12-12,Delivered
SHP0048480,ORD0048480,DHL,wCy23040101,2025-10-21,Pending
SHP0048481,ORD0048481,FedEx,kbz37815063,2024-12-01,Pending
SHP0048482,ORD0048482,DHL,Qvw63971686,2025-06-23,Delivered
SHP0048483,ORD0048483,FedEx,JFE19601858,2025-08-06,In Transit
SHP0048484,ORD0048484,UPS,aoo86537364,2025-02-10,Delivered
SHP0048485,ORD0048485,USPS,ORb91507505,2023-11-13,Delivered
SHP0048486,ORD0048486,UPS,Uwc95363673,2024-09-21,Delivered
SHP0048487,ORD0048487,DHL,uKn34419849,2025-02-01,Pending
SHP0048488,ORD0048488,USPS,jFR47220704,2026-05-22,In Transit
SHP0048489,ORD0048489,DHL,Kua18421009,2026-01-18,Delivered
SHP0048490,ORD0048490,USPS,nNv46076332,2025-06-05,In Transit
SHP0048491,ORD0048491,USPS,MrY36010033,2024-07-23,Delivered
SHP0048492,ORD0048492,UPS,zCS17945669,2025-02-15,Delivered
SHP0048493,ORD0048493,FedEx,Lnu00128506,2025-11-27,Pending
SHP0048494,ORD0048494,FedEx,Eot93326539,2024-09-10,Delivered
SHP0048495,ORD0048495,UPS,Dhw43614811,2024-09-08,Delivered
SHP0048496,ORD0048496,UPS,aJy13188232,2024-03-07,In Transit
SHP0048497,ORD0048497,USPS,ijn27292778,2026-05-12,Pending
SHP0048498,ORD0048498,DHL,EPr83603258,2024-04-07,In Transit
SHP0048499,ORD0048499,USPS,tCw52496390,2026-02-16,Delivered
SHP0048500,ORD0048500,UPS,vkn98272459,2024-01-20,Delivered
SHP0048501,ORD0048501,DHL,Cpz43610054,2025-01-29,Pending
SHP0048502,ORD0048502,UPS,bLZ78507860,2025-04-29,Delivered
SHP0048503,ORD0048503,FedEx,qOi37027267,2024-01-19,Delivered
SHP0048504,ORD0048504,FedEx,Dfl52643587,2024-03-23,Pending
SHP0048505,ORD0048505,DHL,BNk35211636,2025-11-09,Delivered
SHP0048506,ORD0048506,USPS,sew26073545,2023-06-24,Delivered
SHP0048507,ORD0048507,FedEx,SrH13770770,2023-09-22,Delivered
SHP0048508,ORD0048508,FedEx,uxB78988699,2025-04-02,In Transit
SHP0048509,ORD0048509,UPS,rwr17731689,2026-04-21,Pending
SHP0048510,ORD0048510,DHL,LBD55739267,2023-11-01,Delivered
SHP0048511,ORD0048511,DHL,MYT36357085,2023-07-28,Delivered
SHP0048512,ORD0048512,UPS,XLA52747871,2025-09-07,Pending
SHP0048513,ORD0048513,DHL,yKO25180801,2024-12-01,Pending
SHP0048514,ORD0048514,USPS,IBp35482832,2023-08-30,In Transit
SHP0048515,ORD0048515,DHL,pFR62457035,2025-09-16,Delivered
SHP0048516,ORD0048516,UPS,JIR21949268,2025-09-05,Delivered
SHP0048517,ORD0048517,DHL,UuI20158570,2024-08-15,Delivered
SHP0048518,ORD0048518,USPS,WIs44059768,2023-10-10,Delivered
SHP0048519,ORD0048519,USPS,IjH39651785,2026-01-23,In Transit
SHP0048520,ORD0048520,DHL,wfa44117597,2025-05-21,In Transit
SHP0048521,ORD0048521,DHL,AnV92028848,2023-12-31,In Transit
SHP0048522,ORD0048522,USPS,hki54020502,2024-10-17,Delivered
SHP0048523,ORD0048523,FedEx,Caf56192520,2025-03-14,Delivered
SHP0048524,ORD0048524,FedEx,UYp44122351,2023-11-29,In Transit
SHP0048525,ORD0048525,UPS,iTh44337219,2024-08-17,In Transit
SHP0048526,ORD0048526,UPS,HJr74106331,2023-08-16,Delivered
SHP0048527,ORD0048527,DHL,HlB81469452,2026-05-05,In Transit
SHP0048528,ORD0048528,UPS,FzS05529103,2025-04-18,Delivered
SHP0048529,ORD0048529,USPS,qlK27436326,2026-03-18,Pending
SHP0048530,ORD0048530,UPS,fKT26149456,2024-12-22,Delivered
SHP0048531,ORD0048531,FedEx,sNO43438599,2026-02-05,In Transit
SHP0048532,ORD0048532,USPS,sDj49411436,2025-01-04,In Transit
SHP0048533,ORD0048533,UPS,uMM68405071,2026-01-12,Pending
SHP0048534,ORD0048534,FedEx,LYu22442568,2025-03-07,In Transit
SHP0048535,ORD0048535,USPS,Opf82889305,2025-05-11,In Transit
SHP0048536,ORD0048536,FedEx,tgy91395614,2025-04-21,Delivered
SHP0048537,ORD0048537,USPS,MWk20458903,2025-06-01,Delivered
SHP0048538,ORD0048538,USPS,IYB45169041,2023-12-04,In Transit
SHP0048539,ORD0048539,DHL,utP49380916,2024-10-28,Pending
SHP0048540,ORD0048540,FedEx,KhJ83496601,2023-07-17,Pending
SHP0048541,ORD0048541,FedEx,SsG91336638,2026-01-11,Delivered
SHP0048542,ORD0048542,FedEx,xmP70433015,2025-10-13,In Transit
SHP0048543,ORD0048543,FedEx,kfH65561449,2025-11-14,Delivered
SHP0048544,ORD0048544,UPS,BCK24974796,2024-08-19,Delivered
SHP0048545,ORD0048545,DHL,SWV59789743,2025-11-14,In Transit
SHP0048546,ORD0048546,DHL,Rtb93431319,2026-05-21,In Transit
SHP0048547,ORD0048547,USPS,CTH82543114,2026-02-14,In Transit
SHP0048548,ORD0048548,FedEx,PIv20903031,2025-01-19,In Transit
SHP0048549,ORD0048549,FedEx,Qfe27532474,2024-04-04,Pending
